pais,country_code,year,pib_per_capita_ppc,formacao_bruta_capital_fixo_percent_pib,matricula_ensino_secundario_percent,comercio_percent_pib,investimento_estrangeiro_direto_percent_pib,populacao_total,emprego_industria_percent_emprego_total,valor_agregado_industrial_percent_pib,fonte_dados,fator_institucional_pca
,ABW,2004,,,,,,,,,apenas_qualitativo,2.688896302289752
,ABW,2005,,,,,,,,,apenas_qualitativo,3.5704548906868707
,ABW,2006,,,,,,,,,apenas_qualitativo,3.5704548906868707
,ABW,2007,,,,,,,,,apenas_qualitativo,3.5704548906868707
,ABW,2008,,,,,,,,,apenas_qualitativo,3.5704548906868707
,ABW,2009,,,,,,,,,apenas_qualitativo,2.9785442665517854
,ABW,2010,,,,,,,,,apenas_qualitativo,2.533457515548579
,ABW,2011,,,,,,,,,apenas_qualitativo,2.490694127431089
,ABW,2012,,,,,,,,,apenas_qualitativo,2.5859162936125535
,ABW,2013,,,,,,,,,apenas_qualitativo,2.5859162936125535
,ABW,2014,,,,,,,,,apenas_qualitativo,2.5859162936125535
,ABW,2015,,,,,,,,,apenas_qualitativo,2.5859162936125535
,ABW,2016,,,,,,,,,apenas_qualitativo,2.5859162936125535
,ABW,2017,,,,,,,,,apenas_qualitativo,2.522311602255276
,ABW,2018,,,,,,,,,apenas_qualitativo,2.3314975281834425
,ABW,2019,,,,,,,,,apenas_qualitativo,2.3314975281834425
,ABW,2020,,,,,,,,,apenas_qualitativo,2.3314975281834425
,ABW,2021,,,,,,,,,apenas_qualitativo,1.9045500604793342
,ABW,2022,,,,,,,,,apenas_qualitativo,1.9045500604793342
,ABW,2023,,,,,,,,,apenas_qualitativo,1.9045500604793342
,ABW,2024,,,,,,,,,apenas_qualitativo,1.9045500604793342
,ADO,1996,,,,,,,,,apenas_qualitativo,4.049233932518581
,ADO,1998,,,,,,,,,apenas_qualitativo,4.049233932518581
,ADO,2000,,,,,,,,,apenas_qualitativo,4.049233932518581
,ADO,2002,,,,,,,,,apenas_qualitativo,4.12343925735785
,ADO,2003,,,,,,,,,apenas_qualitativo,4.016530787064126
,ADO,2004,,,,,,,,,apenas_qualitativo,3.4625405406441265
,ADO,2005,,,,,,,,,apenas_qualitativo,4.016530787064126
,ADO,2006,,,,,,,,,apenas_qualitativo,4.191463079474998
,ADO,2007,,,,,,,,,apenas_qualitativo,4.191463079474998
,ADO,2008,,,,,,,,,apenas_qualitativo,4.191463079474998
,ADO,2009,,,,,,,,,apenas_qualitativo,4.191463079474998
,ADO,2010,,,,,,,,,apenas_qualitativo,4.191463079474998
,ADO,2011,,,,,,,,,apenas_qualitativo,4.372577052701056
,ADO,2012,,,,,,,,,apenas_qualitativo,4.372577052701056
,ADO,2013,,,,,,,,,apenas_qualitativo,4.372577052701056
,ADO,2014,,,,,,,,,apenas_qualitativo,3.4781802599635325
,ADO,2015,,,,,,,,,apenas_qualitativo,3.4781802599635325
,ADO,2016,,,,,,,,,apenas_qualitativo,3.4781802599635325
,ADO,2017,,,,,,,,,apenas_qualitativo,3.577120930539979
,ADO,2018,,,,,,,,,apenas_qualitativo,3.577120930539979
,ADO,2019,,,,,,,,,apenas_qualitativo,3.577120930539979
,ADO,2020,,,,,,,,,apenas_qualitativo,3.4781802599635325
,ADO,2021,,,,,,,,,apenas_qualitativo,3.4781802599635325
,ADO,2022,,,,,,,,,apenas_qualitativo,3.2665289509422295
,ADO,2023,,,,,,,,,apenas_qualitativo,3.2665289509422295
,ADO,2024,,,,,,,,,apenas_qualitativo,3.2665289509422295
,AFG,1996,,,,,,,,,apenas_qualitativo,-4.131532943964037
,AFG,1997,,,,,,,,,apenas_qualitativo,1.3120670614609387e-16
,AFG,1998,,,,,,,,,apenas_qualitativo,-4.131532943964037
,AFG,1999,,,,,,,,,apenas_qualitativo,1.3120670614609387e-16
,AFG,2000,,,,,,,,,apenas_qualitativo,-4.131532943964037
Afghanistan,AFG,2001,1454.11078195559,,14.0404100418091,46.7098945514103,0.0241685679088889,20284307.0,12.6383842491558,23.8101270064854,ambos,1.3120670614609387e-16
Afghanistan,AFG,2002,1774.30874287341,,14.0404100418091,46.7098945514103,1.30694987042884,21378117.0,12.9610790273256,23.8101270064854,ambos,-3.2755947383302724
Afghanistan,AFG,2003,1815.92819979586,,13.959529876709,46.7098945514103,1.27849325196424,22733049.0,13.1753213261538,22.7108641828326,ambos,-2.9338311335727036
Afghanistan,AFG,2004,1776.91820712187,,19.2143802642822,46.7098945514103,3.577104200584,23560654.0,13.1851590500524,26.2267897500666,ambos,-3.6909758100407357
Afghanistan,AFG,2005,1908.11478234587,,20.2735099792481,46.7098945514103,4.36867310434287,24404567.0,13.5002727037863,26.8120992326398,ambos,-3.8814201424036643
Afghanistan,AFG,2006,1929.72389709372,,29.523889541626,46.7098945514103,3.41377297323201,25424094.0,13.7073220597731,28.2107680719994,ambos,-4.156662346627442
Afghanistan,AFG,2007,2155.35306784413,,28.8154907226562,46.7098945514103,1.93570171391636,25909852.0,14.0332043377993,26.8822416082148,ambos,-2.845906106291872
Afghanistan,AFG,2008,2191.50435559062,,38.930850982666,46.7098945514103,0.45536044478174,26482622.0,14.2724927619635,26.9156280026285,ambos,-1.296628162794742
